POCO;Recebidos;Geoquímica de rocha;Geoquímica de fluido;Dados de rocha e fluido;CADASTRO;OPERADOR;POCO_OPERADOR;ESTADO;BACIA;BLOCO;SIG_CAMPO;CAMPO;TERRA_MAR;POCO_POS_ANP;TIPO;CATEGORIA;RECLASSIFICACAO;SITUACAO;INICIO;TERMINO;CONCLUSAO;TITULARIDADE;LATITUDE_BASE_4C;LONGITUDE_BASE_4C;LATITUDE_BASE_DD;LONGITUDE_BASE_DD;DATUM_HORIZONTAL;TIPO_DE_COORDENADA_DE_BASE;DIRECAO;PROFUNDIDADE_VERTICAL_M;PROFUNDIDADE_SONDADOR_M;PROFUNDIDADE_MEDIDA_M;REFERENCIA_DE_PROFUNDIDADE;MESA_ROTATIVA;COTA_ALTIMETRICA_M;LAMINA_D_AGUA_M;DATUM_VERTICAL;UNIDADE_ESTRATIGRAFICA;GEOLOGIA_GRUPO_FINAL;GEOLOGIA_FORMACAO_FINAL;GEOLOGIA_MEMBRO_FINAL;CDPE;AGP;PC;PAG;PERFIS_CONVENCIONAIS;DURANTE_PERFURACAO;PERFIS_DIGITAIS;PERFIS_PROCESSADOS;PERFIS_ESPECIAIS;AMOSTRA_LATERAL;SISMICA;TABELA_TEMPO_PROFUNDIDADE;DADOS_DIRECIONAIS;TESTE_A_CABO;TESTE_DE_FORMACAO;CANHONEIO;TESTEMUNHO;GEOQUIMICA;SIG_SONDA;NOM_SONDA;ATINGIU_PRESAL;DHA_ATUALIZACAO
3-RSM-4-ES;x;;;;3.427E+11;Seacrest SPE Cricaré;3RSM 0004  ES;ES;Espírito Santo;RSM;RSM  ;RIO SÃO MATEUS;T;N;3;Extensão;EXTENSÃO PARA PETRÓLEO;ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO;29504;29521;29521;Público;-18:45:01,949;-39:50:18,641;-18.75054139;-39.83851139;SIRGAS2000;Definitiva;Vertical;;1237;;MR;32;;;;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;SC-91;SONDA CONVENCIONAL 91;;44899.20838
4-ESS-89-ES;x;;;;3.4271E+11;3R Petroleum Off;4ESS 0089  ES;ES;Espírito Santo;PER;PER  ;PEROÁ;M;N;4;Pioneiro Adjacente;ABANDONADO POR ACIDENTE MECÂNICO;ABANDONADO PERMANENTEMENTE;36185;36186;36186;Público;-19:33:52,134;-39:15:14,431;-19.56448167;-39.25400861;SIRGAS2000;Definitiva;Vertical;;174;;MR;27;;67;NM;;;;;;Existe;;;;;;;;;;;;;;;;Existe;P-3;PETROBRAS III;;44899.20838
4-FSL-8-ES;x;;;;3.427E+11;Petrobras;4FSL 0008  ES;ES;Espírito Santo;FSL;FSL  ;FAZENDA SANTA LUZIA;T;N;4;Pioneiro Adjacente;SECO SEM INDÍCIOS;DEVOLVIDO;34715;34731;34731;Público;-19:21:11,497;-39:48:39,610;-19.35319361;-39.81100278;SIRGAS2000;Definitiva;Vertical;;2028;;MR;11;;;;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;SC-60;SONDA CONVENCIONAL 60;;44899.20838
4-LS-7-ES;x;;;;3.427E+11;Seacrest SPE Cricaré;4LS  0007  ES;ES;Espírito Santo;LS;LS   ;LAGOA SURUACA;T;N;4;Pioneiro Adjacente;SECO SEM INDÍCIOS;DEVOLVIDO;30054;30081;30081;Público;-19:11:53,945;-39:44:05,280;-19.19831806;-39.7348;SIRGAS2000;Definitiva;Vertical;;2920;;MR;8.39999;;;;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;SC-35;SONDA CONVENCIONAL 35;;44899.20838
7-CA-6-ES;x;;;;3.427E+11;Seacrest SPE Cricaré;7CA  0006  ES;ES;Espírito Santo;CAB;CAB  ;CACIMBAS;T;N;7;Desenvolvimento;PRODUTOR COMERCIAL DE PETRÓLEO;FECHADO;33391;33438;33438;Público;-19:28:34,011;-39:44:39,819;-19.47611417;-39.74439417;SIRGAS2000;Definitiva;Vertical;;2665;;MR;9;;;;;;;;;;Existe;;;;Existe;;;;;;;;;;;Existe;SC-60;SONDA CONVENCIONAL 60;;44899.20838
7-FSL-26-ES;x;x;;x;3.42701E+11;;9PSG 0003  ES;ES;Espírito Santo;;PSG  ;CONCEIÇÃO DA BARRA;T;N;9;Especial;SECO SEM INDÍCIOS;DEVOLVIDO;32089;32099;32099;Público;-18:38:17,703;-39:46:12,638;-18.63825083;-39.77017722;SIRGAS2000;Definitiva;Vertical;;0;;MR;7;0;0;NM;;;;;;Existe;;;;;Existe;;;;;;;;;;;Existe;SC-91;SONDA CONVENCIONAL 91;;44899.20838
9-PSG-3-ES;x;;;;3.42701E+11;;9PSG 0003  ES;ES;Espírito Santo;;PSG  ;CONCEIÇÃO DA BARRA;T;N;9;Especial;SECO SEM INDÍCIOS;DEVOLVIDO;32089;32099;32099;Público;-18:38:17,703;-39:46:12,638;-18.63825083;-39.77017722;SIRGAS2000;Definitiva;Vertical;;0;;MR;7;0;0;NM;;;;;;Existe;;;;;Existe;;;;;;;;;;;Existe;SC-91;SONDA CONVENCIONAL 91;;44899.20838
9-PSG-4-ES;x;;;;3.42701E+11;;9PSG 0004  ES;ES;Espírito Santo;;PSG  ;CONCEIÇÃO DA BARRA;T;N;9;Especial;SECO COM INDÍCIOS DE PETRÓLEO;DEVOLVIDO;32077;32085;32085;Público;-18:35:23,899;-39:45:38,391;-18.58997194;-39.76066417;SIRGAS2000;Definitiva;Vertical;;0;;MR;17;0;0;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;SC-60;SONDA CONVENCIONAL 60;;44899.20838
1- AB-1-BA;x;;;;2.022E+11;;1AB  0001  BA;BA;Tucano Central;Brasil;;;T;N;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO PERMANENTEMENTE;23388;23428;23428;Público;-09:59:16,784;-38:40:35,601;-9.987995556;-38.67655583;SIRGAS2000;Definitiva;Vertical;;1670;;MR;304.39999;;;;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;SC-53;SONDA CONVENCIONAL 53;;44899.20838
1- MC-1-BA;x;;;;2.022E+11;;1MC  0001  BA;BA;Tucano Central;Brasil;;;T;N;1;Pioneiro;OBSERVAÇÃO;CEDIDO PARA A CAPTAÇÃO DE ÁGUA;17642;17915;17915;Público;-11:01:59,081;-38:47:36,506;-11.03307806;-38.79347389;SIRGAS2000;Definitiva;Vertical;;1861.4;;MR;203;;;;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;SC-3;SONDA CONVENCIONAL 3;;44899.20838
1-APS-1-AP;x;;;;1.2051E+11;;1APS 0001  AP;AP;Foz do Amazonas;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO PERMANENTEMENTE;25658;25729;25729;Público;+02:24:34,214;-49:01:19,439;2.409503889;-49.02206639;SIRGAS2000;Definitiva;Vertical;;4812.7;;MR;25;;21;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;PA-4                          ;;;44899.20838
1-APS-2-AP;x;;;;1.2051E+11;;1APS 0002  AP;AP;Foz do Amazonas;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO PERMANENTEMENTE;25747;25801;25801;Público;+02:33:23,206;-49:42:06,407;2.556446111;-49.70177972;SIRGAS2000;Definitiva;Vertical;;4158.6;;MR;25;;20;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;PA-4                          ;;;44899.20838
1-APS-3-AP;x;;;;1.2051E+11;;1APS 0003  AP;AP;Foz do Amazonas;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO PERMANENTEMENTE;25808;25838;25838;Público;+02:19:14,090;-49:25:57,540;2.320580556;-49.43265;SIRGAS2000;Definitiva;Vertical;;3954;;MR;22.2;;11.6;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;PA-4                          ;;;44899.20838
1-BB-1-AL;x;;;;81200356900;;1BB  0001  AL;AL;Sergipe;Brasil;;;T;N;1;Pioneiro;SECO SEM INDÍCIOS;DEVOLVIDO;32356;32372;32372;Público;-10:15:16,446;-36:16:33,014;-10.25456833;-36.27583722;SIRGAS2000;Definitiva;Vertical;;;;MR;41;;;;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;SC-26;SONDA CONVENCIONAL 26;;44899.20838
1-BG-3-SPS;x;;;;86316022715;BG Brasil;1BG3SPS;SP;Santos;S-M-672;;;M;S;1;Pioneiro;SECO SEM INDÍCIOS;;39430;39495;39495;Público;-25:08:45,543;-45:12:33,669;-25.14598417;-45.2093525;SIRGAS2000;Definitiva;Vertical;4629.1;4655;4665;MR;25.9;0;122.8;NM;;;;;Existe;;Existe;;Existe;Existe;;;;;Existe;;;Existe;;;;Existe;SS-48;PRIDE SOUTH ATLANTIC;N;44899.20838
1-BRSA-102-RJS;x;;;;74316019604;Petrobras;1RJS563;RJ;Santos;BS-500;TMB  ;TAMBUATÁ;M;S;1;Pioneiro;SECO COM INDÍCIOS DE PETRÓLEO E GÁS NATURAL;ABANDONADO PERMANENTEMENTE;37135;37193;37197;Público;-24:13:15,535;-42:23:12,040;-24.22098194;-42.38667778;SIRGAS2000;Definitiva;Vertical;5250;5347;5347;MR;14;0;1412;NM;;;;;Existe;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;NS-22;DEEPWATER FRONTIER;I;44899.20838
1-BRSA-103-RJS;x;;;;74316019605;Petrobras;1RJS566;RJ;Santos;BS-500;PRP  ;PIRAPITANGA;M;S;1;Pioneiro;PRODUTOR SUBCOMERCIAL DE GÁS NATURAL;ABANDONADO POR LOGÍSTICA EXPLORATÓRIA;37136;37222;37232;Público;-24:18:10,556;-42:49:54,151;-24.30293222;-42.83170861;SIRGAS2000;Definitiva;Vertical;5575;5602;5602;MR;24;0;1207;NM;;;;;Existe;Existe;Existe;;Existe;Existe;;;;;Existe;;Existe;Existe;;;;Existe;NS-22;DEEPWATER FRONTIER;I;44899.20838
1-BRSA-104-RJS;x;;;;74316019609;Petrobras;1RJS568;RJ;Santos;BS-500;;;M;S;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO PERMANENTEMENTE;37142;37170;37174;Público;-24:37:45,442;-43:05:41,272;-24.62928944;-43.09479778;SIRGAS2000;Definitiva;Vertical;;4499;;MR;18;0;1629;NM;;;;;Existe;Existe;Existe;;;Existe;Existe;;;;Existe;;Existe;;;;;Existe;NS-21;OCEAN CLIPPER;S;44899.20838
1-BRSA-137-RJS;x;x;;x;74316019886;Petrobras;1RJS583;RJ;Santos;BS-500;;;M;S;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO PERMANENTEMENTE;37332;37344;37347;Público;-24:31:02,062;-42:33:37,356;-24.51723944;-42.56037667;SIRGAS2000;Definitiva;Vertical;;3466;;MR;18;0;1672;NM;;;;;Existe;Existe;Existe;;;;Existe;;;;;;Existe;;;;;Existe;NS-21;OCEAN CLIPPER;N;44899.20838
1-BRSA-148-RJS;x;;;x;74281020019;Petrobras;1RJS567;RJ;Campos;BC-100;;;M;S;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO PERMANENTEMENTE;37412;37434;37441;Público;-24:10:59,154;-40:34:00,657;-24.18309833;-40.56684917;SIRGAS2000;Definitiva;Vertical;;4450;;MR;14;0;2853;NM;;;;;Existe;Existe;Existe;;Existe;Existe;;;;;Existe;;Existe;;;;;Existe;NS-20;DEEPWATER EXPEDITION;N;44899.20838
1-BRSA-153-RJS;x;;;;74316020066;Petrobras;1RJS585;RJ;Santos;BS-500;PRP  ;PIRAPITANGA;M;S;1;Pioneiro;INDEFINIDO;ABANDONADO PERMANENTEMENTE;37444;37543;37559;Público;-24:25:08,027;-42:46:30,661;-24.41889639;-42.77518361;SIRGAS2000;Definitiva;Vertical;5886;5900;5900;MR;14;0;1470;NM;;;;;;Existe;Existe;;;;Existe;;;;;;Existe;;;;Existe;Existe;NS-14;DISCOVER SEVEN SEAS;I;44899.20838
1-BRSA-161A-RJS;x;;;;74316020229;Petrobras;1RJS582A;RJ;Santos;BS-500;TMB  ;TAMBUATÁ;M;S;1;Pioneiro;ABANDONADO POR IMPOSSIBILIDADE DE AVALIAÇÃO;ABANDONADO PERMANENTEMENTE;37562;37673;37692;Público;-24:21:16,278;-42:25:13,497;-24.35452167;-42.42041583;SIRGAS2000;Definitiva;Vertical;5869;5897;5897;MR;24;0;1493;NM;;;;;Existe;Existe;Existe;;Existe;Existe;;;;;;;Existe;;;;;Existe;NS-22;DEEPWATER FRONTIER;I;44899.20838
1-BRSA-183D-RJS;x;x;;x;74281020282;Petrobras;1RJS598D;RJ;Santos;BS-500;;;M;S;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO POR LOGÍSTICA EXPLORATÓRIA;01/01/2003 00:00;28/01/2003 00:00;01/02/2003 00:00;Público;-24:47:56,812;-42:37:53,060;-24.79911444;-42.63140556;SIRGAS2000;Definitiva;Direcional;;4622;;MR;22;0;1967;NM;;;;;Existe;Existe;Existe;;Existe;Existe;;;;;Existe;;Existe;;;;;Existe;SS-59;SEDCO EXPRESS;S;04/12/2022 05:00
1-BRSA-18-ESS;x;x;x;x;34281019012;Petrobras;1ESS99;ES;Campos;BC-600;;;M;S;1;Pioneiro;DESCOBRIDOR DE CAMPO COM PETRÓLEO;ABANDONADO POR LOGÍSTICA EXPLORATÓRIA;36788;36864;36886;Público;-21:56:46,361;-39:28:46,867;-21.94621139;-39.47968528;SIRGAS2000;Definitiva;Vertical;;5510;;MR;24;0;2243;NM;;;;;Existe;Existe;Existe;;;;Existe;;;;Existe;;Existe;;;;;Existe;NS-20;DEEPWATER EXPEDITION;S;44899.20838
1-BRSA-201A-SPS;x;;;;86316020458;Petrobras;1SPS37A;SP;Santos;BS-400;MXL  ;MEXILHÃO;M;S;1;Pioneiro;PORTADOR DE GÁS NATURAL;ABANDONADO PERMANENTEMENTE;37742;37825;37910;Público;-24:32:11,007;-44:20:01,586;-24.53639083;-44.33377389;SIRGAS2000;Definitiva;Vertical;5538;5563;5563;MR;25;0;425;NM;;;;;Existe;Existe;Existe;;Existe;Existe;;;Existe;;Existe;;Existe;Existe;;;;Existe;SS-48;PRIDE SOUTH ATLANTIC;I;44899.20838
1-BRSA-211-RJS;x;;;;74316020467;Petrobras;1RJS587;RJ;Santos;BS-500;URG  ;URUGUÁ;M;S;1;Pioneiro;INDEFINIDO;ABANDONADO PERMANENTEMENTE;37746;37822;37828;Público;-24:19:34,248;-42:39:47,685;-24.32618;-42.66324583;SIRGAS2000;Definitiva;Vertical;5989;6020;6020;MR;24;0;1391;NM;;;;;Existe;Existe;Existe;;Existe;Existe;Existe;;;;Existe;;Existe;Existe;;;Existe;Existe;NS-14;DISCOVER SEVEN SEAS;I;44899.20838
1-BRSA-220-SPS;x;;;;86316020515;Petrobras;1SPS36;SP;Santos;BS-400;;;M;S;1;Pioneiro;ABANDONADO POR IMPOSSIBILIDADE DE AVALIAÇÃO;ABANDONADO PERMANENTEMENTE;37776;37864;37872;Público;-24:37:12,978;-43:57:21,343;-24.62027167;-43.95592861;SIRGAS2000;Definitiva;Vertical;;5025;;MR;25;0;912;NM;;;;;Existe;Existe;Existe;;Existe;Existe;;;Existe;;Existe;;Existe;Existe;;;Existe;Existe;SS-51;LOUSIANA;N;44899.20838
1-BRSA-369A-RJS;x;x;x;x;74316021508;Petrobras;1RJS628A;RJ;Santos;BM-S-11;TUP  ;TUPI;M;S;1;Pioneiro;PORTADOR DE PETRÓLEO;ABANDONADO PERMANENTEMENTE;30/09/2005 00:00;13/08/2006 00:00;12/10/2006 00:00;Público;-25:28:56,223;-42:49:39,135;-25.48228417;-42.8275375;SIRGAS2000;Definitiva;Vertical;0;5957;5957;MR;25;0;2126;NM;;;;;Existe;Existe;Existe;;Existe;Existe;;;Existe;Existe;Existe;;Existe;Existe;Existe;;;Existe;SS-53;NOBLE PAUL WOLF;S;04/12/2022 05:00
1-BRSA-38-SPS;x;;;;86316019181;Petrobras;1SPS33;SP;Santos;BS-400;MXL  ;MEXILHÃO;M;S;1;Pioneiro;PRODUTOR SUBCOMERCIAL DE GÁS NATURAL E CONDENSADO;ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO;36893;36952;36955;Público;-24:29:17,924;-44:09:02,959;-24.48831222;-44.15082194;SIRGAS2000;Definitiva;Vertical;5653;5668;5668;MR;24;0;519;NM;;;;;Existe;Existe;Existe;;Existe;Existe;;;Existe;;Existe;;Existe;;;;Existe;Existe;NS-22;DEEPWATER FRONTIER;I;44899.20838
1-BRSA-491-SPS;x;;;;86316022285;TotalEnergies EP;1SPS50;SP;Santos;LPA;LPA  ;LAPA;M;S;1;Pioneiro;PRODUTOR COMERCIAL DE PETRÓLEO;ABANDONADO PERMANENTEMENTE;39176;39281;39340;Público;-25:34:48,546;-43:30:25,963;-25.58015167;-43.50721194;SIRGAS2000;Definitiva;Vertical;-5699;5718;5718;MR;18;0;2139;NM;;;;;Existe;Existe;Existe;Existe;Existe;Existe;Existe;;;Existe;Existe;;Existe;Existe;Existe;;Existe;Existe;NS-21;OCEAN CLIPPER;S;44899.20838
1-BRSA-498-SPS;x;;;;86316022335;Petrobras;1SPS44;SP;Santos;BM-S-3;GMA  ;GUAIAMÁ;M;S;1;Pioneiro;DESCOBRIDOR DE CAMPO COM PETRÓLEO;ABANDONADO PERMANENTEMENTE;39219;39271;39324;Público;-25:33:44,780;-45:35:05,885;-25.56243889;-45.58496806;SIRGAS2000;Definitiva;Vertical;-5342.4;5368;5368;MR;25;0;147;NM;;;;;Existe;Existe;Existe;;Existe;Existe;Existe;;Existe;Existe;Existe;;Existe;Existe;;;;Existe;SS-39;ALASKAN STAR;I;44899.20838
1-BRSA-532A-SPS;x;;;;86316022619;Equinor Brasil;1SPS52A;SP;Santos;BM-S-8;;;M;S;1;Pioneiro;DESCOBRIDOR DE NOVA JAZIDA PETRÓLEO;ABANDONADO PERMANENTEMENTE;39375;39504;39586;Público;-25:37:27,376;-43:54:19,626;-25.62427111;-43.90545167;SIRGAS2000;Definitiva;Vertical;6747;6773;6773;MR;25;0;2144;NM;;;;;Existe;Existe;Existe;;Existe;Existe;;;;Existe;Existe;;Existe;Existe;Existe;;;Existe;SS-53;NOBLE PAUL WOLF;S;44899.20838
1-BRSA-559A-RJS;x;;;x;74316023181;Petrobras;1RJS652A;RJ;Santos;BM-S-24;;;M;S;1;Pioneiro;OUTRAS FINALIDADES;ABANDONADO PERMANENTEMENTE;39650;39696;39720;Público;-25:30:08,631;-42:26:29,340;-25.5023975;-42.44148333;SIRGAS2000;Definitiva;Vertical;-5753;5773;5773;MR;18;0;2197;NM;;;;;Existe;Existe;Existe;;Existe;Existe;;;;Existe;Existe;;Existe;Existe;;;;Existe;NS-21;OCEAN CLIPPER;S;44899.20838
1-BRSA-559-RJS;x;;;;74316022708;Petrobras;1RJS652;RJ;Santos;BM-S-24;;;M;S;1;Pioneiro;ABANDONADO POR ACIDENTE MECÂNICO;ABANDONADO PERMANENTEMENTE;39425;39478;39650;Público;-25:30:08,533;-42:26:29,398;-25.50237028;-42.44149944;SIRGAS2000;Definitiva;Vertical;-5223;5252;5256;MR;18;0;2197;NM;;;;;Existe;Existe;Existe;;Existe;Existe;;;;Existe;;;Existe;Existe;;;;Existe;NS-21;OCEAN CLIPPER;S;44899.20838
1-BRSA-594-SPS;x;x;x;x;86316022894;Petrobras;1SPS55;SP;Santos;BM-S-9;SPH  ;SAPINHOÁ;M;S;1;Pioneiro;DESCOBRIDOR DE NOVA JAZIDA PETRÓLEO;ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO;39529;39630;39646;Público;-25:48:23,679;-43:13:31,011;-25.8065775;-43.22528083;SIRGAS2000;Definitiva;Vertical;5960;5993;5993;MR;32;0;2140;NM;;;;;Existe;Existe;Existe;;Existe;Existe;;;Existe;;Existe;;Existe;;Existe;;;Existe;NS-25;STENA DRILL MAX;S;44899.20838
1-BRSA-60A-SCS;x;x;;x;82316020199;Petrobras;1SCS10A;SC;Santos;BS-3;CVM  ;CAVALO-MARINHO;M;S;1;Pioneiro;ABANDONADO POR ACIDENTE MECÂNICO;ABANDONADO PERMANENTEMENTE;37544;37570;37629;Público;-26:58:11,911;-46:52:45,486;-26.96997528;-46.87930167;SIRGAS2000;Definitiva;Vertical;;5306;;MR;25;0;199;NM;;;;;;Existe;Existe;;;;Existe;;;;;;Existe;;;;;Existe;SS-48;PRIDE SOUTH ATLANTIC;N;44899.20838
1-BRSA-60-SCS;x;;;;82316019353;Petrobras;1SCS10;SC;Santos;BS-3;CVM  ;CAVALO-MARINHO;M;S;1;Pioneiro;DESCOBRIDOR DE CAMPO COM PETRÓLEO;ABANDONADO PERMANENTEMENTE;36988;37136;37136;Público;-26:58:11,934;-46:52:45,559;-26.96998167;-46.87932194;SIRGAS2000;Definitiva;Vertical;5341;5376;5376;MR;25;0;195;NM;;;;;;Existe;Existe;;;;Existe;;;;;;Existe;;;;;Existe;SS-48;PRIDE SOUTH ATLANTIC;I;44899.20838
1-BRSA-617-SCS;x;;;;82316023029;Petrobras;1SCS13;SC;Santos;BM-S-12;;;M;S;1;Pioneiro;PRODUTOR COMERCIAL DE GÁS NATURAL;ABANDONADO POR LOGÍSTICA EXPLORATÓRIA;39588;39729;39734;Público;-27:06:33,265;-46:34:02,081;-27.10924028;-46.56724472;SIRGAS2000;Definitiva;Vertical;-5049;5074;5074;MR;25;0;468;NM;;;;;Existe;Existe;Existe;Existe;Existe;Existe;;;;;;;Existe;Existe;;;;Existe;SS-48;PRIDE SOUTH ATLANTIC;N;44899.20838
1-BRSA-618-RJS;x;x;x;x;74316023043;Petrobras;1RJS656;RJ;Santos;BM-S-11;SRR  ;SURURU;M;S;1;Pioneiro;DESCOBRIDOR DE CAMPO COM PETRÓLEO;ABANDONADO PERMANENTEMENTE;39592;39680;39707;Público;-24:59:11,878;-42:36:50,634;-24.98663278;-42.614065;SIRGAS2000;Definitiva;Vertical;-6053.6;6080;6080;MR;25;0;2224;NM;;;;;Existe;Existe;Existe;;Existe;Existe;;;;Existe;Existe;;Existe;Existe;Existe;;;Existe;SS-53;NOBLE PAUL WOLF;S;44899.20838
1-BRSA-635-SCS;x;;;;82316023135;Petrobras;1SCS14;SC;Santos;BM-S-12;;;M;S;1;Pioneiro;SECO COM INDÍCIOS GÁS NATURAL;ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO;39632;39680;39693;Público;-27:00:32,521;-46:50:10,648;-27.00903361;-46.83629111;SIRGAS2000;Definitiva;Vertical;-5204;5230;5230;MR;25;0;212;NM;;;;;Existe;Existe;Existe;;Existe;Existe;;;;;Existe;;Existe;;;;;Existe;SS-39;ALASKAN STAR;N;44899.20838
1-BRSA-642-SPS;x;;;;86316023197;Petrobras;1SPS59;SP;Santos;S-M-557;;;M;S;1;Pioneiro;SECO COM INDÍCIOS GÁS NATURAL;ABANDONADO PERMANENTEMENTE;39658;39768;39786;Público;-24:54:27,729;-45:19:15,429;-24.9077025;-45.3209525;SIRGAS2000;Definitiva;Vertical;5344;5371;5371;MR;23;0;103;NM;;;;;Existe;Existe;Existe;;Existe;Existe;;;Existe;;Existe;;Existe;;;;;Existe;SS-66;ENSCO 5000 (PRIDE MEXICO);N;44899.20838
1-BSS-84-BS;x;;;;2.2316E+11;;1BSS 0084  BS;RJ;Santos;Brasil;;;M;N;1;Pioneiro;SECO COM INDÍCIOS DE PETRÓLEO;ABANDONADO POR LOGÍSTICA EXPLORATÓRIA;35493;35536;35536;Público;-23:42:29,997;-41:55:11,249;-23.7083325;-41.91979139;SIRGAS2000;Definitiva;Vertical;;3999;;MR;27;;337;NM;;;;;;Existe;Existe;;;;Existe;;;;Existe;Existe;;;;;;Existe;P-23;PETROBRAS  XXIII;;44899.20838
1-CES-11-CE;x;;;;3.0096E+11;;1CES 0011  CE;CE;Ceará;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO AGUARDANDO ABANDONO DEFINITIVO/ARRASAMENTO;28185;28265;28265;Público;-02:38:36,601;-40:13:59,126;-2.643500278;-40.23309056;SIRGAS2000;Definitiva;Vertical;;2419;;MR;37;;11;NM;;;;;;;Existe;;;;Existe;;;;;;;;;;;Existe;PA14                          ;;;44899.20838
1-CES-20-CE;x;;;;3.0096E+11;;1CES 0020  CE;CE;Ceará;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO AGUARDANDO ABANDONO DEFINITIVO/ARRASAMENTO;28509;28550;28550;Público;-03:05:07,600;-38:57:07,440;-3.085444444;-38.95206667;SIRGAS2000;Definitiva;Vertical;;2820;;MR;25;;32;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;PA10                          ;;;44899.20838
1-CES-30-CE;x;;;;3.0096E+11;;1CES 0030  CE;CE;Ceará;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO AGUARDANDO ABANDONO DEFINITIVO/ARRASAMENTO;29058;29098;29098;Público;-03:07:32,325;-38:46:04,205;-3.125645833;-38.76783472;SIRGAS2000;Definitiva;Vertical;;2753;;MR;23;;45;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;PA14                          ;;;44899.20838
1-CES-42A-CE;x;;;;3.0096E+11;;1CES 0042A CE;CE;Ceará;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO AGUARDANDO ABANDONO DEFINITIVO/ARRASAMENTO;29423;29529;29529;Público;-03:00:58,440;-38:52:36,723;-3.016233333;-38.8768675;SIRGAS2000;Definitiva;Vertical;;3492;;MR;20;;42;NM;;;;;;Existe;Existe;;;;Existe;;;;Existe;Existe;;;;;;Existe;PA18                          ;;;44899.20838
1-CES-5A-CE;x;;;;3.0096E+11;;1CES 0005A CE;CE;Ceará;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO AGUARDANDO ABANDONO DEFINITIVO/ARRASAMENTO;27453;27554;27554;Público;-02:20:12,881;-39:48:50,410;-2.336911389;-39.81400278;SIRGAS2000;Definitiva;Vertical;;3847;;MR;26;;32;NM;;;;;;;Existe;;;;Existe;;;;;;;;;;;Existe;PA-7                          ;;;44899.20838
1-ES-3-RN;x;;;;7.21E+11;;1ES  0003  RN;RN;Potiguar;Brasil;;;T;N;1;Pioneiro;SECO SEM INDÍCIOS;CEDIDO PARA A CAPTAÇÃO DE ÁGUA;32706;32725;32725;Público;-05:19:38,621;-36:53:32,903;-5.327394722;-36.89247306;SIRGAS2000;Definitiva;Vertical;;2035;;MR;53;;;;;;;;;;Existe;;;;Existe;;;;;;;;;;;Existe;SC-94;SONDA CONVENCIONAL 94;;44899.20838
1-KPGL-8-SPS;x;;x;x;86316028137;Karoon Brasil;Echidna-1;SP;Santos;S-M-1037;NEO  ;NEON;M;S;1;Pioneiro;DESCOBRIDOR DE NOVA JAZIDA PETRÓLEO;ABANDONADO PERMANENTEMENTE;42094;42105;42140;Público;-26:00:43,744;-46:01:24,176;-26.01215111;-46.02338222;SIRGAS2000;Definitiva;Vertical;-2348.6;2379;2377;MR;28.4;0;312.7;NM;;Frade;Itajaí-Açu;;Existe;;Existe;Existe;Existe;Existe;;;;Existe;Existe;;Existe;Existe;Existe;;;Existe;SS-20;OLINDA STAR;N;44899.20838
