POCO;Recebidos;Geoquímica de rocha;Geoquímica de fluido;Dados de rocha e fluido;CADASTRO;OPERADOR;POCO_OPERADOR;ESTADO;BACIA;BLOCO;SIG_CAMPO;CAMPO;TERRA_MAR;POCO_POS_ANP;TIPO;CATEGORIA;RECLASSIFICACAO;SITUACAO;INICIO;TERMINO;CONCLUSAO;TITULARIDADE;LATITUDE_BASE_4C;LONGITUDE_BASE_4C;LATITUDE_BASE_DD;LONGITUDE_BASE_DD;DATUM_HORIZONTAL;TIPO_DE_COORDENADA_DE_BASE;DIRECAO;PROFUNDIDADE_VERTICAL_M;PROFUNDIDADE_SONDADOR_M;PROFUNDIDADE_MEDIDA_M;REFERENCIA_DE_PROFUNDIDADE;MESA_ROTATIVA;COTA_ALTIMETRICA_M;LAMINA_D_AGUA_M;DATUM_VERTICAL;UNIDADE_ESTRATIGRAFICA;GEOLOGIA_GRUPO_FINAL;GEOLOGIA_FORMACAO_FINAL;GEOLOGIA_MEMBRO_FINAL;CDPE;AGP;PC;PAG;PERFIS_CONVENCIONAIS;DURANTE_PERFURACAO;PERFIS_DIGITAIS;PERFIS_PROCESSADOS;PERFIS_ESPECIAIS;AMOSTRA_LATERAL;SISMICA;TABELA_TEMPO_PROFUNDIDADE;DADOS_DIRECIONAIS;TESTE_A_CABO;TESTE_DE_FORMACAO;CANHONEIO;TESTEMUNHO;GEOQUIMICA;SIG_SONDA;NOM_SONDA;ATINGIU_PRESAL;DHA_ATUALIZACAO
1-MAS-1-AL;x;;;;81150363100;;1MAS 0001  AL;AL;Alagoas;Brasil;;;T;N;1;Pioneiro;SECO COM INDÍCIOS DE PETRÓLEO;DEVOLVIDO;32528;32670;32670;Público;-09:44:24,952;-35:49:43,854;-9.740264444;-35.82884833;SIRGAS2000;Definitiva;Vertical;;;;MR;16;;;;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;SC-110;SONDA CONVENCIONAL 110;;44899.20838
1-PAS-1-PA;x;;;;6.0051E+11;;1PAS 0001  PA;PA;Foz do Amazonas;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO PERMANENTEMENTE;25595;25644;25644;Público;+00:57:08,815;-48:49:01,277;0.952448611;-48.81702139;SIRGAS2000;Definitiva;Vertical;;4063;;MR;23;;12;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;PA-4                          ;;;44899.20838
1-PAS-3-PA;x;;;;6.0051E+11;;1PAS 0003  PA;PA;Foz do Amazonas;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO PERMANENTEMENTE;25864;25920;25920;Público;+01:32:52,921;-47:56:04,713;1.548033611;-47.9346425;SIRGAS2000;Definitiva;Vertical;;4218;;MR;24;;31;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;PA-5                          ;;;44899.20838
1-RJS-10A-RJ;x;;;;7.4281E+11;;1RJS 0010A RJ;RJ;Campos;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO PERMANENTEMENTE;27064;27168;27168;Público;-21:54:21,772;-40:09:18,412;-21.90604778;-40.15511444;SIRGAS2000;Definitiva;Vertical;;4227;;MR;24.39999;;65.5;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;PA-3                          ;;;44899.20838
1-RJS-12-RJ;x;;;;7.4281E+11;Perenco Brasil;1RJS 0012  RJ;RJ;Campos;PG;PG   ;PARGO;M;N;1;Pioneiro;DESCOBRIDOR DE CAMPO COM PETRÓLEO;ABANDONADO PERMANENTEMENTE;27289;27421;27421;Público;-22:14:12,965;-40:18:56,466;-22.23693472;-40.315685;SIRGAS2000;Definitiva;Vertical;;4313;;MR;12;;96;NM;;;;;;Existe;Existe;;Existe;;Existe;;;;;;;;;;;Existe;NS-2                          ;;;44899.20838
1-RJS-13-RJ;x;;;;7.4281E+11;Trident Energy;1RJS 0013  RJ;RJ;Campos;BD;BD   ;BADEJO;M;N;1;Pioneiro;DESCOBRIDOR DE CAMPO COM PETRÓLEO;ABANDONADO PERMANENTEMENTE;27622;27707;27707;Público;-22:41:50,884;-40:49:43,617;-22.69746778;-40.8287825;SIRGAS2000;Definitiva;Vertical;;3262;;MR;28;;90;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;PA-6                          ;;;44899.20838
1-RJS-19-RJ;x;;;;7.4281E+11;Petrobras;1RJS 0019  RJ;RJ;Campos;NA;NA   ;NAMORADO;M;N;1;Pioneiro;DESCOBRIDOR DE CAMPO COM PETRÓLEO;ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO;27665;27721;27721;Público;-22:27:11,866;-40:25:07,141;-22.45329611;-40.41865028;SIRGAS2000;Definitiva;Vertical;;3469;;MR;12;;166;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;NS-2                          ;;;44899.20838
1-RJS-1-RJS;x;;;x;7.4281E+11;;1RJS 0001  RJ;RJ;Campos;;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO PERMANENTEMENTE;25975;26024;26024;Público;-21:56:08,964;-40:23:31,616;-21.93582333;-40.39211556;SIRGAS2000;Definitiva;Vertical;;3744.7;;MR;26;0;49;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;PA-3                          ;;;44899.20838
1-RJS-20-RJS;x;;;;7.4281E+11;Petrobras;1RJS 0020  RJ;RJ;Campos;CO;CO   ;CORVINA;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO PERMANENTEMENTE;28028;28071;28071;Público;-22:32:41,002;-40:33:29,182;-22.54472278;-40.55810611;SIRGAS2000;Definitiva;Vertical;0;3276;0;MR;12;0;133;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;NS-2                          ;;;44899.20838
1-RJS-22-RJ;x;;;;7.4281E+11;Trident Energy;1RJS 0022  RJ;RJ;Campos;EN;EN   ;ENCHOVA;M;N;1;Pioneiro;DESCOBRIDOR DE CAMPO COM PETRÓLEO;ABANDONADO PERMANENTEMENTE;27845;27891;27891;Público;-22:40:40,410;-40:40:35,149;-22.67789167;-40.67643028;SIRGAS2000;Definitiva;Vertical;;3583;;MR;12;;121;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;NS-2                          ;;;44899.20838
1-RJS-2-RJ;x;;;;7.4281E+11;;1RJS 0002  RJ;RJ;Campos;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO PERMANENTEMENTE;26205;26240;26240;Público;-22:05:38,951;-40:15:09,277;-22.09415306;-40.25257694;SIRGAS2000;Definitiva;Vertical;;3548;;MR;22.5;;62.5;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;PA-3                          ;;;44899.20838
1-RJS-30-RJ;x;;;;7.4281E+11;;1RJS 0030  RJ;RJ;Campos;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO PERMANENTEMENTE;27928;27991;27991;Público;-22:06:59,974;-40:14:36,842;-22.11665944;-40.24356722;SIRGAS2000;Definitiva;Vertical;;3800;;MR;24;;70;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;PA11                          ;;;44899.20838
1-RJS-31-RJS;x;;;;7.4281E+11;Petrobras;1RJS 0031  RJ;RJ;Campos;GP;GP   ;GAROUPA;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO PERMANENTEMENTE;27938;27996;27996;Público;-22:24:17,282;-40:22:14,054;-22.40480056;-40.37057056;SIRGAS2000;Definitiva;Vertical;0;3581;0;MR;25;0;140;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;SS-1                          ;;;44899.20838
1-RJS-32-RJS;x;;;;7.4281E+11;Petrobras;1RJS 0032  RJ;RJ;Campos;CG;CG   ;CONGRO;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO PERMANENTEMENTE;28102;28184;28184;Público;-22:30:46,732;-40:25:24,906;-22.51298111;-40.423585;SIRGAS2000;Definitiva;Vertical;0;3825;0;MR;29;0;298;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;SS-2                          ;;;44899.20838
1-RJS-40-RJ;x;;;;7.4281E+11;Trident Energy;1RJS 0040  RJ;RJ;Campos;PM;PM   ;PAMPO;M;N;1;Pioneiro;DESCOBRIDOR DE CAMPO COM PETRÓLEO;ABANDONADO PERMANENTEMENTE;28282;28320;28320;Público;-22:47:17,957;-40:46:04,714;-22.78832139;-40.76797611;SIRGAS2000;Definitiva;Vertical;;2146;;MR;25;;108;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;SS-1                          ;;;44899.20838
1-RJS-43A-RJS;x;;;;7.4281E+11;Trident Energy;1RJS 0043A RJ;RJ;Campos;BD;BD   ;BADEJO;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO PERMANENTEMENTE;28367;28438;28438;Público;-22:44:24,513;-40:52:13,707;-22.7401425;-40.87047417;SIRGAS2000;Definitiva;Vertical;0;3534;0;MR;21;0;99;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;PA-6                          ;;;44899.20838
1-RJS-49-RJS;x;;;;7.4281E+11;Trident Energy;1RJS 0049  RJ;RJ;Campos;LI;LI   ;LINGUADO;M;N;1;Pioneiro;DESCOBRIDOR DE CAMPO COM PETRÓLEO;ABANDONADO PERMANENTEMENTE;28533;28618;28618;Público;-22:47:06,117;-40:48:04,607;-22.7850325;-40.80127972;SIRGAS2000;Definitiva;Vertical;0;3200;0;MR;11;0;105;NM;;;;;;Existe;Existe;;Existe;;Existe;;;;;;;;;;;Existe;NS-3                          ;;I;44899.20838
1-RJS-4A-RJ;x;;;;7.4281E+11;;1RJS 0004A RJ;RJ;Campos;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO PERMANENTEMENTE;26359;26431;26431;Público;-21:45:10,833;-40:19:45,951;-21.75300917;-40.32943083;SIRGAS2000;Definitiva;Vertical;;3404;;MR;24;;46;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;PA-3                          ;;;44899.20838
1-RJS-50-RJ;x;;;;7.4281E+11;Petrobras;1RJS 0050  RJ;RJ;Campos;CH;CH   ;CHERNE;M;N;1;Pioneiro;DESCOBRIDOR DE CAMPO COM PETRÓLEO;ABANDONADO PERMANENTEMENTE;28478;28526;28526;Público;-22:27:15,986;-40:28:24,432;-22.45444056;-40.47345333;SIRGAS2000;Definitiva;Vertical;;3225;;MR;19;;132;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;SS-3                          ;;;44899.20838
1-RJS-51-RJ;x;;;;7.4281E+11;;1RJS 0051  RJ;RJ;Campos;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO PERMANENTEMENTE;28479;28545;28545;Público;-22:08:58,660;-40:53:42,744;-22.14962778;-40.89520667;SIRGAS2000;Definitiva;Vertical;;3535;;MR;22;;43;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;PA12                          ;;;44899.20838
1-RJS-527-RJS;x;;;;7.4281E+11;Petrobras;1RJS 0527  RJ;RJ;Campos;BC-30;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO PERMANENTEMENTE;35968;35983;35983;Público;-23:04:37,145;-40:46:01,176;-23.07698472;-40.76699333;SIRGAS2000;Definitiva;Vertical;0;3313;0;MR;12;0;1110.1;NM;;;;;Existe;Existe;Existe;;Existe;Existe;Existe;;;;Existe;Existe;;;;;;Existe;NS-09;S. C. LANCER;S;44899.20838
1-RJS-54-RJ;x;;;;7.4281E+11;Petrobras;1RJS 0054  RJ;RJ;Campos;CO;CO   ;CORVINA;M;N;1;Pioneiro;DESCOBRIDOR DE CAMPO COM PETRÓLEO;ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO;28682;28723;28723;Público;-22:34:13,852;-40:30:22,196;-22.57051444;-40.50616556;SIRGAS2000;Definitiva;Vertical;;3496;;MR;31;;254;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;SS-7                          ;;;44899.20838
1-RJS-56-RJ;x;;;x;7.4281E+11;;1RJS 0056  RJ;RJ;Campos;Brasil;;;M;N;1;Pioneiro;PRODUTOR SUBCOMERCIAL DE GÁS NATURAL;ABANDONADO POR LOGÍSTICA EXPLORATÓRIA;28562;28678;28678;Público;-21:35:39,402;-40:23:13,710;-21.59427833;-40.38714167;SIRGAS2000;Definitiva;Vertical;;5000;;MR;28;;32;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;PA-6                          ;;;44899.20838
1-RJS-57-RJ;x;;;;7.4281E+11;;1RJS 0057  RJ;RJ;Campos;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO PERMANENTEMENTE;28553;28633;28633;Público;-21:29:37,988;-40:32:41,376;-21.49388556;-40.54482667;SIRGAS2000;Definitiva;Vertical;;4202;;MR;26;;28;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;PA12                          ;;;44899.20838
1-RJS-5B-RJ;x;;;;7.4281E+11;;1RJS 0005B RJ;RJ;Campos;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO PERMANENTEMENTE;26591;26703;26703;Público;-22:12:16,638;-40:23:13,531;-22.20462167;-40.38709194;SIRGAS2000;Definitiva;Vertical;;3897;;MR;8;;80;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;NS-1                          ;;;44899.20838
1-RJS-65-RJ;x;;;;7.4281E+11;Trident Energy;1RJS 0065  RJ;RJ;Campos;TR;TR   ;TRILHA;M;N;1;Pioneiro;PRODUTOR SUBCOMERCIAL DE PETRÓLEO;ABANDONADO PERMANENTEMENTE;28722;28828;28828;Público;-22:43:51,509;-40:46:02,229;-22.73097472;-40.76728583;SIRGAS2000;Definitiva;Vertical;;3450;;MR;19;;103;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;SS-3                          ;;;44899.20838
1-RJS-71-RJ;x;;;;7.4281E+11;;1RJS 0071  RJ;RJ;Campos;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO PERMANENTEMENTE;28726;28793;28793;Público;-22:19:02,752;-40:55:56,251;-22.31743111;-40.93229194;SIRGAS2000;Definitiva;Vertical;;3508;;MR;28;;54;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;PA12                          ;;;44899.20838
1-RJS-7-RJS;x;;;;7.4281E+11;Petrobras;1RJS 0007  RJ;RJ;Campos;MO;MO   ;MORÉIA;M;N;1;Pioneiro;PRODUTOR SUBCOMERCIAL DE PETRÓLEO;ABANDONADO PERMANENTEMENTE;26802;26903;26903;Público;-22:13:51,107;-40:06:19,235;-22.23086306;-40.10534306;SIRGAS2000;Definitiva;Vertical;0;3949;0;MR;12;0;115;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;NS-2                          ;;;44899.20838
1-RJS-8-RJ;x;;;;7.4281E+11;;1RJS 0008  RJ;RJ;Campos;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO PERMANENTEMENTE;26462;26503;26503;Público;-21:57:35,473;-40:30:06,558;-21.95985361;-40.50182167;SIRGAS2000;Definitiva;Vertical;;3900;;MR;24;;41;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;PA-3                          ;;;44899.20838
1-RNS-93-RNS;x;;;;7.2101E+11;Petrobras;1RNS 0093  RN;RN;Potiguar;R093;DEN  ;DENTÃO;M;N;1;Pioneiro;DESCOBRIDOR DE CAMPO COM PETRÓLEO E GÁS NATURAL;ABANDONADO PERMANENTEMENTE;31919;31989;31989;Público;-04:40:48,593;-36:51:33,269;-4.680164722;-36.85924139;SIRGAS2000;Definitiva;Vertical;;3850;;MR;21;0;21;NM;;;;;;Existe;Existe;;;;Existe;;;;Existe;Existe;;;;;;Existe;PA15                          ;;;44899.20838
1-RVB-1-SE;x;;;;9.012E+11;;1RVB 0001  SE;SE;Sergipe;Brasil;;;T;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;32474;32483;32483;Público;-11:04:46,073;-37:15:24,728;-11.07946472;-37.25686889;SIRGAS2000;Definitiva;Vertical;;949;;MR;22;;;;;;;;;;Existe;;;;Existe;;;;;;;;;;;Existe;SC-93;SONDA CONVENCIONAL 93;;44899.20838
1-SES-100-SE;x;;;;9.0121E+11;;1SES 0100  SE;SE;Sergipe;Brasil;;;M;N;1;Pioneiro;PRODUTOR SUBCOMERCIAL DE GÁS NATURAL E CONDENSADO;ABANDONADO PERMANENTEMENTE;33520;33739;33739;Público;-10:47:30,167;-36:29:27,210;-10.79171306;-36.49089167;SIRGAS2000;Definitiva;Vertical;;4403;;MR;25;;29;NM;;;;;;Existe;Existe;;;;Existe;;;;Existe;Existe;;;;;;Existe;P-5;PETROBRAS V;;44899.20838
1-SES-101-SE;x;;;;9.0121E+11;;1SES 0101  SE;SE;Sergipe;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;32593;32656;32656;Público;-11:15:35,444;-37:02:44,550;-11.25984556;-37.04570833;SIRGAS2000;Definitiva;Vertical;;3260;;MR;29;;33;NM;;;;;;;Existe;;;;Existe;;;;Existe;Existe;;;;;;Existe;P-5;PETROBRAS V;;44899.20838
1-SES-97-SE;x;;;;9.0121E+11;;1SES 0097  SE;SE;Sergipe;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;OUTRO;32165;32191;32191;Público;-10:44:26,938;-36:48:49,335;-10.74081611;-36.81370417;SIRGAS2000;Definitiva;Vertical;;2229;;MR;24;;12;NM;;;;;;;Existe;;;;Existe;;;;;;;;;;;Existe;PA30                          ;;;44899.20838
1-SES-99D-SE;x;;;;9.0121E+11;;1SES 0099D SE;SE;Sergipe;Brasil;;;M;N;1;Pioneiro;SECO COM INDÍCIOS DE PETRÓLEO;ABANDONADO PERMANENTEMENTE;32232;32279;32279;Público;-10:43:50,013;-36:44:35,407;-10.73055917;-36.74316861;SIRGAS2000;Definitiva;Direcional;;2934;;MR;26;;11;NM;;;;;;;Existe;;;;Existe;;;;Existe;Existe;;;;;;Existe;PA22                          ;;;44899.20838
1-SMN-1-RN;x;;;;7.21E+11;Arclima;1SMN 0001  RN;RN;Potiguar;SMA;SMA  ;SÃO MANOEL;T;N;1;Pioneiro;DESCOBRIDOR DE CAMPO COM PETRÓLEO;ARRASADO;31921;31949;31949;Público;-05:20:51,573;-37:07:42,185;-5.347659167;-37.12838472;SIRGAS2000;Definitiva;Vertical;0;2466;0;MR;110;0;0;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;SC-97;SONDA CONVENCIONAL 97;I;44899.20838
1-SPS-32A-SP;x;;;;8.63161E+11;Petrobras;1SPS 0032A SP;SP;Santos;BS-400;;;M;N;1;Pioneiro;INDEFINIDO;ABANDONADO PERMANENTEMENTE;36536;36565;36565;Público;-25:15:20,159;-44:00:51,255;-25.25559972;-44.0142375;SIRGAS2000;Definitiva;Vertical;;4320;;MR;24;;1996;NM;;;;;Existe;;Existe;;;;Existe;;;;Existe;;;;;;;Existe;;;N;44899.20838
1-SV-1-BA;x;;;;2.023E+11;Oceania;1SV  0001  BA;BA;Tucano Sul;SV;SV   ;SEMPRE VIVA;T;N;1;Pioneiro;DESCOBRIDOR DE CAMPO COM PETRÓLEO;DEVOLVIDO;23309;23423;23423;Público;-11:40:55,248;-38:34:54,303;-11.68201333;-38.58175083;SIRGAS2000;Definitiva;Vertical;0;2934.7;0;MR;289;0;0;NM;;;;;;Existe;Existe;;Existe;;Existe;;;;;;;;;;;Existe;SC-64;SONDA CONVENCIONAL 64;;44899.20838
2-MOST-1-BA;x;;;;2.023E+11;;2MOST0001  BA;BA;Tucano Sul;Brasil;;;T;N;2;Estratigráfico;SECO SEM INDÍCIOS;ABANDONADO PERMANENTEMENTE;23882;24139;24139;Público;-11:30:32,539;-38:28:11,246;-11.50903861;-38.46979056;SIRGAS2000;Definitiva;Vertical;;4973.4;;MR;300;;;;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;SC-50;SONDA CONVENCIONAL 50;;44899.20838
2-OST-1-BA;x;;;;2.023E+11;;2OST 0001  BA;BA;Tucano Sul;Brasil;;;T;N;2;Estratigráfico;SECO COM INDÍCIOS DE PETRÓLEO;ARRASADO;21938;22131;22131;Público;-11:55:11,618;-38:33:22,813;-11.91989389;-38.55633694;SIRGAS2000;Definitiva;Vertical;;2660.5;;MR;302.70001;;;;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;SC-64;SONDA CONVENCIONAL 64;;44899.20838
3- PML-7-RN;x;;;;7.21001E+11;3R Areia;3PML 0007  RN;RN;Potiguar;PML;PML  ;PONTA DO MEL;T;N;3;Extensão;EXTENSÃO PARA PETRÓLEO;ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO;32065;32094;32094;Público;-04:57:24,212;-36:52:51,302;-4.956725556;-36.88091722;SIRGAS2000;Definitiva;Vertical;;1855;;MR;47;;;;;;;;;;Existe;;;;Existe;;;;;;;;;;;Existe;CP-1                          ;;;44899.20838
3-BD-2-RJS;x;;;;7.4281E+11;Trident Energy;3BD  0002  RJS;RJ;Campos;LI;LI   ;LINGUADO;M;N;3;Extensão;PRODUTOR SUBCOMERCIAL DE PETRÓLEO;ABANDONADO PERMANENTEMENTE;28092;28187;28187;Público;-22:44:17,392;-40:50:10,278;-22.73816444;-40.83618833;SIRGAS2000;Definitiva;Vertical;;3219;;MR;28;0;96;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;PA-6                          ;;;44899.20838
3-BRSA-188A-RJS;x;;;;74316020336;Petrobras;3RJS589A;RJ;Santos;BS-500;;;M;S;3;Extensão;PORTADOR DE PETRÓLEO;ABANDONADO PERMANENTEMENTE;37664;37673;37681;Público;-24:37:11,463;-42:55:21,683;-24.61985083;-42.92268972;SIRGAS2000;Definitiva;Vertical;;3080;;MR;23;0;1756;NM;;;;;Existe;Existe;Existe;;Existe;;;;;;Existe;;Existe;Existe;;;;Existe;SS-59;SEDCO EXPRESS;N;44899.20838
3-BRSA-19-RJS;x;;;;74316019025;Petrobras;3RJS552;RJ;Santos;BS-500;TMB  ;TAMBUATÁ;M;S;3;Extensão;PRODUTOR SUBCOMERCIAL DE PETRÓLEO;ABANDONADO PERMANENTEMENTE;36796;;36889;Público;-24:23:05,740;-42:21:46,229;-24.38492778;-42.36284139;SIRGAS2000;Definitiva;Vertical;5287;5301;5301;MR;14;0;1524;NM;;;;;Existe;Existe;Existe;;Existe;;;;Existe;;;;Existe;;;;Existe;Existe;NS-14;DISCOVER SEVEN SEAS;I;44899.20838
3-BRSA-242A-SPS;x;;;;86316020666;Petrobras;3SPS38A;SP;Santos;BS-400;MXL  ;MEXILHÃO;M;S;3;Extensão;ABANDONADO POR OUTRAS RAZÕES;ABANDONADO PERMANENTEMENTE;37892;37989;38005;Público;-24:30:22,554;-44:07:36,920;-24.506265;-44.12692222;SIRGAS2000;Definitiva;Vertical;5836;5859;5859;MR;18;0;547;NM;;;;;Existe;Existe;Existe;;Existe;Existe;;;;Existe;Existe;;Existe;Existe;;;Existe;Existe;NS-21;OCEAN CLIPPER;I;44899.20838
3-BRSA-293D-SPS;x;;x;x;86316021017;Petrobras;3SPS41D;SP;Santos;BS-400;MXL  ;MEXILHÃO;M;S;3;Extensão;PRODUTOR SUBCOMERCIAL DE GÁS NATURAL;ABANDONADO PERMANENTEMENTE;38205;;38411;Público;-24:28:48,992;-44:10:14,266;-24.48027556;-44.17062944;SIRGAS2000;Definitiva;Direcional;-5130;5288;5288;MR;24;0;500;NM;;;;;Existe;Existe;Existe;;Existe;Existe;;;Existe;;Existe;;Existe;Existe;;;Existe;Existe;SS-43;SEDCO 710;N;44899.20838
3-BRSA-496-RJS;x;x;x;x;74316022315;Petrobras;3RJS646;RJ;Santos;BM-S-11;TUP  ;TUPI;M;S;3;Extensão;PRODUTOR COMERCIAL DE PETRÓLEO;PRODUZINDO;39209;39287;39353;Público;-25:34:20,263;-42:49:45,587;-25.57229528;-42.82932972;SIRGAS2000;Definitiva;Vertical;-5289.7;5316;5316;MR;25;0;2172;NM;;;;;Existe;Existe;Existe;;Existe;Existe;;;;Existe;Existe;;Existe;Existe;Existe;;Existe;Existe;SS-53;NOBLE PAUL WOLF;S;44899.20838
3-BRSA-755A-RJS;x;;;x;74316024037;Petrobras;3RJS662A;RJ;Santos;BM-S-11;TUP  ;TUPI;M;S;3;Extensão;PORTADOR DE PETRÓLEO;FECHADO;40010;40108;40312;Público;-25:23:11,146;-42:42:19,430;-25.38642944;-42.70539722;SIRGAS2000;Definitiva;Vertical;-5458;5501;5501;MR;39;0;2115;NM;;;;;Existe;;Existe;Existe;Existe;Existe;;;;Existe;Existe;;Existe;Existe;Existe;;Existe;Existe;SS-69;WEST EMINENCE;S;44899.20838
3-BRSA-967A-RJS;x;;;x;74316026071;Petrobras;3RJS683A;RJ;Santos;BM-S-24;;;M;S;3;Extensão;PORTADOR DE PETRÓLEO E GÁS NATURAL;ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO;40963;41212;41258;Público;-25:26:24,017;-42:24:55,180;-25.44000472;-42.41532778;SIRGAS2000;Definitiva;Vertical;-5899.2;5918;5903;MR;18;0;2164;NM;;;;;Existe;;Existe;Existe;Existe;Existe;;;;Existe;Existe;;Existe;Existe;;;Existe;Existe;NS-36;Cerrado;S;44899.20838
3-BRSA-99-RJS;x;;;;74316019580;Petrobras;3RJS560;RJ;Santos;BS-500;TMB  ;TAMBUATÁ;M;S;3;Extensão;PRODUTOR SUBCOMERCIAL DE PETRÓLEO;ABANDONADO PERMANENTEMENTE;37111;;37133;Público;-24:20:06,937;-42:25:26,018;-24.33526028;-42.42389389;SIRGAS2000;Definitiva;Vertical;3661;3675;3675;MR;14;0;1491;NM;;;;;Existe;Existe;Existe;;Existe;Existe;;;;;;;Existe;;;;;Existe;NS-14;DISCOVER SEVEN SEAS;I;44899.20838
3-EN-1-RJS;x;;;;7.4281E+11;Trident Energy;3EN  0001  RJS;RJ;Campos;EN;EN   ;ENCHOVA;M;N;3;Extensão;DESCOBRIDOR DE NOVA JAZIDA PETRÓLEO E GÁS NATURAL;ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO;28094;28124;28124;Público;-22:42:44,667;-40:41:37,361;-22.7124075;-40.69371139;SIRGAS2000;Definitiva;Vertical;;2626;;MR;15;;118;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;SS-4                          ;;;44899.20838
3-GP-1-RJS;x;;;;7.4281E+11;Petrobras;3GP  0001  RJS;RJ;Campos;GPN;GPN  ;GAROUPINHA;M;N;3;Extensão;DESCOBRIDOR DE CAMPO COM PETRÓLEO;ABANDONADO PERMANENTEMENTE;27434;27495;27495;Público;-22:20:35,799;-40:26:31,332;-22.3432775;-40.44203667;SIRGAS2000;Definitiva;Vertical;;3500;;MR;12;;113;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;NS-2                          ;;;44899.20838
