POCO,LATITUDE_BASE_4C,LONGITUDE_BASE_4C,LATITUDE_BASE_DD,LONGITUDE_BASE_DD,DATUM_HORIZONTAL,PROFUNDIDADE_SONDADOR_M,AGP
1-FSL-1A-ES,"-19:20:44,889","-39:47:00,253","-19,3458025","-39,7834036",SIRGAS2000,3261,Existe
1-FT-1A-SE,"-10:54:33,274","-37:13:11,681","-10,9092428","-37,2199114",SIRGAS2000,1510,Existe
1-IP-1-ES,"-19:18:05,709","-39:45:22,090","-19,3015858","-39,7561361",SIRGAS2000,4065,Existe
1-IP-3-ES,"-19:17:31,830","-39:45:49,262","-19,2921750","-39,7636839",SIRGAS2000,2620,Existe
1-LM-1-ES,"-19:33:49,832","-39:46:26,069","-19,5638422","-39,7739081",SIRGAS2000,2562,Existe
1-LO-1-ES,"-19:29:51,280","-39:45:19,137","-19,4975778","-39,7553158",SIRGAS2000,2736,Existe
1-LP-1-ES,"-19:38:03,383","-39:50:53,783","-19,6342731","-39,8482731",SIRGAS2000,2137,Existe
1-LS-1-ES,"-19:09:02,348","-39:42:59,938","-19,1506522","-39,7166494",SIRGAS2000,3218,Existe
1-LS-8-ES,"-19:12:05,545","-39:44:18,180","-19,2015403","-39,7383833",SIRGAS2000,2863,Existe
1-LZ-1-ES,"-19:26:58,913","-39:44:37,418","-19,4496981","-39,7437272",SIRGAS2000,3066,Existe
1-MO-1-ES,"-19:31:46,821","-39:47:49,079","-19,5296725","-39,7969664",SIRGAS2000,2725,Existe
1-MS-2-AL,"-09:30:42,042","-35:45:53,702","-09,5116783","-35,7649172",SIRGAS2000,,Existe
1-MT-1-ES,"-19:31:00,249","-39:48:19,189","-19,5167358","-39,8053303",SIRGAS2000,3559,Existe
1-N-2-ES,"-18:55:19,938","-39:47:08,917","-18,9222050","-39,7858103",SIRGAS2000,"3227,4",Existe
1-NO-1-ES,"-18:55:19,022","-39:51:38,493","-18,9219506","-39,8606925",SIRGAS2000,1184,Existe
1-PA-1D-ES,"-19:08:41,648","-39:47:58,106","-19,1449022","-39,7994739",SIRGAS2000,2830,Existe
1-PDI-1-ES,"-19:06:20,360","-39:47:20,049","-19,1056556","-39,7889025",SIRGAS2000,3129,Existe
1-PDI-2-ES,"-19:06:18,703","-39:48:47,705","-19,1051953","-39,8132514",SIRGAS2000,2237,Existe
1-PV-1-ES,"-19:34:02,579","-39:47:53,792","-19,5673831","-39,7982756",SIRGAS2000,2660,Existe
1-RBN-1-ES,"-19:05:36,122","-39:43:39,785","-19,0933672","-39,7277181",SIRGAS2000,3009,Existe
1-RD-1-ES,"-19:35:02,977","-39:47:25,270","-19,5841603","-39,7903528",SIRGAS2000,2937,Existe
1-RPS-1-ES,"-18:51:36,354","-39:51:21,163","-18,8600983","-39,8558786",SIRGAS2000,1360,Existe
1-RSM-8-ES,"-18:46:26,962","-39:50:24,248","-18,7741561","-39,8400689",SIRGAS2000,1095,Existe
1-RV-1D-AL,"-09:38:14,517","-35:51:12,805","-09,6373658","-35,8535569",SIRGAS2000,,Existe
1-SES-112-SE,"-11:12:08,245","-37:04:46,834","-11,2022903","-37,0796761",SIRGAS2000,1326,Existe
1-SES-96-SE,"-10:45:14,458","-36:41:13,003","-10,7540161","-36,6869453",SIRGAS2000,2733,
1-SM-1-ES,"-18:46:27,326","-39:47:20,578","-18,7742572","-39,7890494",SIRGAS2000,"1517,5",Existe
2-FRD-1-ES,"-19:33:17,401","-39:50:01,308","-19,5548336","-39,8336967",SIRGAS2000,"3135,5",Existe
2-NST-1-ES,"-18:57:11,562","-39:45:45,781","-18,9532117","-39,7627169",SIRGAS2000,"3539,6",Existe
3-CA-3-ES,"-19:28:41,541","-39:44:16,753","-19,4782058","-39,7379869",SIRGAS2000,2875,Existe
3-ESS-29D-ES,"-19:05:57,371","-39:39:15,221","-19,0992697","-39,6542281",SIRGAS2000,3000,Existe
3-ESS-74-ES,"-19:33:03,348","-39:22:19,682","-19,5509300","-39,3721339",SIRGAS2000,4442,Existe
3-FAL-3-ES,"-19:00:35,954","-39:51:48,488","-19,0099872","-39,8634689",SIRGAS2000,1200,Existe
3-FAL-4-ES,"-18:59:45,387","-39:52:19,007","-18,9959408","-39,8719464",SIRGAS2000,1092,Existe
3-FC-2D-ES,"-19:02:39,260","-39:48:19,460","-19,0442389","-39,8054056",SIRGAS2000,2206,Existe
3-FSL-12-ES,"-19:19:40,252","-39:47:31,479","-19,3278478","-39,7920775",SIRGAS2000,2217,Existe
3-FSL-2-ES,"-19:20:43,177","-39:47:13,994","-19,3453269","-39,7872206",SIRGAS2000,2210,Existe
3-LP-3-ES,"-19:36:32,446","-39:49:47,752","-19,6090128","-39,8299311",SIRGAS2000,1718,Existe
3-RI-9-ES,"-18:27:53,836","-39:44:45,477","-18,4649544","-39,7459658",SIRGAS2000,1202,Existe
3-RSM-4-ES,"-18:45:01,949","-39:50:18,641","-18,7505414","-39,8385114",SIRGAS2000,1237,Existe
4-ESS-89-ES,"-19:33:52,134","-39:15:14,431","-19,5644817","-39,2540086",SIRGAS2000,174,Existe
4-FSL-8-ES,"-19:21:11,497","-39:48:39,610","-19,3531936","-39,8110028",SIRGAS2000,2028,Existe
4-LS-7-ES,"-19:11:53,945","-39:44:05,280","-19,1983181","-39,7348000",SIRGAS2000,2920,Existe
7-CA-6-ES,"-19:28:34,011","-39:44:39,819","-19,4761142","-39,7443942",SIRGAS2000,2665,
7-FSL-26-ES,"-18:38:17,703","-39:46:12,638","-18,6382508","-39,7701772",SIRGAS2000,0,Existe
9-PSG-3-ES,"-18:38:17,703","-39:46:12,638","-18,6382508","-39,7701772",SIRGAS2000,0,Existe
9-PSG-4-ES,"-18:35:23,899","-39:45:38,391","-18,5899719","-39,7606642",SIRGAS2000,0,Existe
1- AB-1-BA,"-09:59:16,784","-38:40:35,601","-09,9879956","-38,6765558",SIRGAS2000,1670,Existe
1- MC-1-BA,"-11:01:59,081","-38:47:36,506","-11,0330781","-38,7934739",SIRGAS2000,"1861,4",Existe
1-APS-1-AP,"+02:24:34,214","-49:01:19,439","02,4095039","-49,0220664",SIRGAS2000,"4812,7",Existe
1-APS-2-AP,"+02:33:23,206","-49:42:06,407","02,5564461","-49,7017797",SIRGAS2000,"4158,6",Existe
1-APS-3-AP,"+02:19:14,090","-49:25:57,540","02,3205806","-49,4326500",SIRGAS2000,3954,Existe
1-BB-1-AL,"-10:15:16,446","-36:16:33,014","-10,2545683","-36,2758372",SIRGAS2000,,Existe
1-BG-3-SPS,"-25:08:45,543","-45:12:33,669","-25,1459842","-45,2093525",SIRGAS2000,4655,
1-BRSA-102-RJS,"-24:13:15,535","-42:23:12,040","-24,2209819","-42,3866778",SIRGAS2000,5347,Existe
1-BRSA-103-RJS,"-24:18:10,556","-42:49:54,151","-24,3029322","-42,8317086",SIRGAS2000,5602,Existe
1-BRSA-104-RJS,"-24:37:45,442","-43:05:41,272","-24,6292894","-43,0947978",SIRGAS2000,4499,Existe
1-BRSA-137-RJS,"-24:31:02,062","-42:33:37,356","-24,5172394","-42,5603767",SIRGAS2000,3466,Existe
1-BRSA-148-RJS,"-24:10:59,154","-40:34:00,657","-24,1830983","-40,5668492",SIRGAS2000,4450,Existe
1-BRSA-153-RJS,"-24:25:08,027","-42:46:30,661","-24,4188964","-42,7751836",SIRGAS2000,5900,Existe
1-BRSA-161A-RJS,"-24:21:16,278","-42:25:13,497","-24,3545217","-42,4204158",SIRGAS2000,5897,Existe
1-BRSA-183D-RJS,"-24:47:56,812","-42:37:53,060","-24,7991144","-42,6314056",SIRGAS2000,4622,Existe
1-BRSA-18-ESS,"-21:56:46,361","-39:28:46,867","-21,9462114","-39,4796853",SIRGAS2000,5510,Existe
1-BRSA-201A-SPS,"-24:32:11,007","-44:20:01,586","-24,5363908","-44,3337739",SIRGAS2000,5563,Existe
1-BRSA-211-RJS,"-24:19:34,248","-42:39:47,685","-24,3261800","-42,6632458",SIRGAS2000,6020,Existe
1-BRSA-220-SPS,"-24:37:12,978","-43:57:21,343","-24,6202717","-43,9559286",SIRGAS2000,5025,Existe
1-BRSA-369A-RJS,"-25:28:56,223","-42:49:39,135","-25,4822842","-42,8275375",SIRGAS2000,5957,Existe
1-BRSA-38-SPS,"-24:29:17,924","-44:09:02,959","-24,4883122","-44,1508219",SIRGAS2000,5668,Existe
1-BRSA-491-SPS,"-25:34:48,546","-43:30:25,963","-25,5801517","-43,5072119",SIRGAS2000,5718,Existe
1-BRSA-498-SPS,"-25:33:44,780","-45:35:05,885","-25,5624389","-45,5849681",SIRGAS2000,5368,Existe
1-BRSA-532A-SPS,"-25:37:27,376","-43:54:19,626","-25,6242711","-43,9054517",SIRGAS2000,6773,Existe
1-BRSA-559A-RJS,"-25:30:08,631","-42:26:29,340","-25,5023975","-42,4414833",SIRGAS2000,5773,Existe
1-BRSA-559-RJS,"-25:30:08,533","-42:26:29,398","-25,5023703","-42,4414994",SIRGAS2000,5252,Existe
1-BRSA-594-SPS,"-25:48:23,679","-43:13:31,011","-25,8065775","-43,2252808",SIRGAS2000,5993,Existe
1-BRSA-60A-SCS,"-26:58:11,911","-46:52:45,486","-26,9699753","-46,8793017",SIRGAS2000,5306,Existe
1-BRSA-60-SCS,"-26:58:11,934","-46:52:45,559","-26,9699817","-46,8793219",SIRGAS2000,5376,Existe
1-BRSA-617-SCS,"-27:06:33,265","-46:34:02,081","-27,1092403","-46,5672447",SIRGAS2000,5074,Existe
1-BRSA-618-RJS,"-24:59:11,878","-42:36:50,634","-24,9866328","-42,6140650",SIRGAS2000,6080,Existe
1-BRSA-635-SCS,"-27:00:32,521","-46:50:10,648","-27,0090336","-46,8362911",SIRGAS2000,5230,Existe
1-BRSA-642-SPS,"-24:54:27,729","-45:19:15,429","-24,9077025","-45,3209525",SIRGAS2000,5371,Existe
1-BSS-84-BS,"-23:42:29,997","-41:55:11,249","-23,7083325","-41,9197914",SIRGAS2000,3999,Existe
1-CES-11-CE,"-02:38:36,601","-40:13:59,126","-02,6435003","-40,2330906",SIRGAS2000,2419,
1-CES-20-CE,"-03:05:07,600","-38:57:07,440","-03,0854444","-38,9520667",SIRGAS2000,2820,Existe
1-CES-30-CE,"-03:07:32,325","-38:46:04,205","-03,1256458","-38,7678347",SIRGAS2000,2753,Existe
1-CES-42A-CE,"-03:00:58,440","-38:52:36,723","-03,0162333","-38,8768675",SIRGAS2000,3492,Existe
1-CES-5A-CE,"-02:20:12,881","-39:48:50,410","-02,3369114","-39,8140028",SIRGAS2000,3847,
1-ES-3-RN,"-05:19:38,621","-36:53:32,903","-05,3273947","-36,8924731",SIRGAS2000,2035,
1-KPGL-8-SPS,"-26:00:43,744","-46:01:24,176","-26,0121511","-46,0233822",SIRGAS2000,2379,
1-MAS-1-AL,"-09:44:24,952","-35:49:43,854","-09,7402644","-35,8288483",SIRGAS2000,,Existe
1-PAS-1-PA,"+00:57:08,815","-48:49:01,277","00,9524486","-48,8170214",SIRGAS2000,4063,Existe
1-PAS-3-PA,"+01:32:52,921","-47:56:04,713","01,5480336","-47,9346425",SIRGAS2000,4218,Existe
1-RJS-10A-RJ,"-21:54:21,772","-40:09:18,412","-21,9060478","-40,1551144",SIRGAS2000,4227,Existe
1-RJS-12-RJ,"-22:14:12,965","-40:18:56,466","-22,2369347","-40,3156850",SIRGAS2000,4313,Existe
1-RJS-13-RJ,"-22:41:50,884","-40:49:43,617","-22,6974678","-40,8287825",SIRGAS2000,3262,Existe
1-RJS-19-RJ,"-22:27:11,866","-40:25:07,141","-22,4532961","-40,4186503",SIRGAS2000,3469,Existe
1-RJS-1-RJS,"-21:56:08,964","-40:23:31,616","-21,9358233","-40,3921156",SIRGAS2000,"3744,7",Existe
1-RJS-20-RJS,"-22:32:41,002","-40:33:29,182","-22,5447228","-40,5581061",SIRGAS2000,3276,Existe
1-RJS-22-RJ,"-22:40:40,410","-40:40:35,149","-22,6778917","-40,6764303",SIRGAS2000,3583,Existe
1-RJS-2-RJ,"-22:05:38,951","-40:15:09,277","-22,0941531","-40,2525769",SIRGAS2000,3548,Existe
1-RJS-30-RJ,"-22:06:59,974","-40:14:36,842","-22,1166594","-40,2435672",SIRGAS2000,3800,Existe
1-RJS-31-RJS,"-22:24:17,282","-40:22:14,054","-22,4048006","-40,3705706",SIRGAS2000,3581,Existe
1-RJS-32-RJS,"-22:30:46,732","-40:25:24,906","-22,5129811","-40,4235850",SIRGAS2000,3825,Existe
1-RJS-40-RJ,"-22:47:17,957","-40:46:04,714","-22,7883214","-40,7679761",SIRGAS2000,2146,Existe
1-RJS-43A-RJS,"-22:44:24,513","-40:52:13,707","-22,7401425","-40,8704742",SIRGAS2000,3534,Existe
1-RJS-49-RJS,"-22:47:06,117","-40:48:04,607","-22,7850325","-40,8012797",SIRGAS2000,3200,Existe
1-RJS-4A-RJ,"-21:45:10,833","-40:19:45,951","-21,7530092","-40,3294308",SIRGAS2000,3404,Existe
1-RJS-50-RJ,"-22:27:15,986","-40:28:24,432","-22,4544406","-40,4734533",SIRGAS2000,3225,Existe
1-RJS-51-RJ,"-22:08:58,660","-40:53:42,744","-22,1496278","-40,8952067",SIRGAS2000,3535,Existe
1-RJS-527-RJS,"-23:04:37,145","-40:46:01,176","-23,0769847","-40,7669933",SIRGAS2000,3313,Existe
1-RJS-54-RJ,"-22:34:13,852","-40:30:22,196","-22,5705144","-40,5061656",SIRGAS2000,3496,Existe
1-RJS-56-RJ,"-21:35:39,402","-40:23:13,710","-21,5942783","-40,3871417",SIRGAS2000,5000,Existe
1-RJS-57-RJ,"-21:29:37,988","-40:32:41,376","-21,4938856","-40,5448267",SIRGAS2000,4202,Existe
1-RJS-5B-RJ,"-22:12:16,638","-40:23:13,531","-22,2046217","-40,3870919",SIRGAS2000,3897,Existe
1-RJS-65-RJ,"-22:43:51,509","-40:46:02,229","-22,7309747","-40,7672858",SIRGAS2000,3450,Existe
1-RJS-71-RJ,"-22:19:02,752","-40:55:56,251","-22,3174311","-40,9322919",SIRGAS2000,3508,Existe
1-RJS-7-RJS,"-22:13:51,107","-40:06:19,235","-22,2308631","-40,1053431",SIRGAS2000,3949,Existe
1-RJS-8-RJ,"-21:57:35,473","-40:30:06,558","-21,9598536","-40,5018217",SIRGAS2000,3900,Existe
1-RNS-93-RNS,"-04:40:48,593","-36:51:33,269","-04,6801647","-36,8592414",SIRGAS2000,3850,Existe
1-RVB-1-SE,"-11:04:46,073","-37:15:24,728","-11,0794647","-37,2568689",SIRGAS2000,949,
1-SES-100-SE,"-10:47:30,167","-36:29:27,210","-10,7917131","-36,4908917",SIRGAS2000,4403,Existe
1-SES-101-SE,"-11:15:35,444","-37:02:44,550","-11,2598456","-37,0457083",SIRGAS2000,3260,
1-SES-97-SE,"-10:44:26,938","-36:48:49,335","-10,7408161","-36,8137042",SIRGAS2000,2229,
1-SES-99D-SE,"-10:43:50,013","-36:44:35,407","-10,7305592","-36,7431686",SIRGAS2000,2934,
1-SMN-1-RN,"-05:20:51,573","-37:07:42,185","-05,3476592","-37,1283847",SIRGAS2000,2466,Existe
1-SPS-32A-SP,"-25:15:20,159","-44:00:51,255","-25,2555997","-44,0142375",SIRGAS2000,4320,
1-SV-1-BA,"-11:40:55,248","-38:34:54,303","-11,6820133","-38,5817508",SIRGAS2000,"2934,7",Existe
2-MOST-1-BA,"-11:30:32,539","-38:28:11,246","-11,5090386","-38,4697906",SIRGAS2000,"4973,4",Existe
2-OST-1-BA,"-11:55:11,618","-38:33:22,813","-11,9198939","-38,5563369",SIRGAS2000,"2660,5",Existe
3- PML-7-RN,"-04:57:24,212","-36:52:51,302","-04,9567256","-36,8809172",SIRGAS2000,1855,
3-BD-2-RJS,"-22:44:17,392","-40:50:10,278","-22,7381644","-40,8361883",SIRGAS2000,3219,Existe
3-BRSA-188A-RJS,"-24:37:11,463","-42:55:21,683","-24,6198508","-42,9226897",SIRGAS2000,3080,Existe
3-BRSA-19-RJS,"-24:23:05,740","-42:21:46,229","-24,3849278","-42,3628414",SIRGAS2000,5301,Existe
3-BRSA-242A-SPS,"-24:30:22,554","-44:07:36,920","-24,5062650","-44,1269222",SIRGAS2000,5859,Existe
3-BRSA-293D-SPS,"-24:28:48,992","-44:10:14,266","-24,4802756","-44,1706294",SIRGAS2000,5288,Existe
3-BRSA-496-RJS,"-25:34:20,263","-42:49:45,587","-25,5722953","-42,8293297",SIRGAS2000,5316,Existe
3-BRSA-755A-RJS,"-25:23:11,146","-42:42:19,430","-25,3864294","-42,7053972",SIRGAS2000,5501,
3-BRSA-967A-RJS,"-25:26:24,017","-42:24:55,180","-25,4400047","-42,4153278",SIRGAS2000,5918,
3-BRSA-99-RJS,"-24:20:06,937","-42:25:26,018","-24,3352603","-42,4238939",SIRGAS2000,3675,Existe
3-EN-1-RJS,"-22:42:44,667","-40:41:37,361","-22,7124075","-40,6937114",SIRGAS2000,2626,Existe
3-GP-1-RJS,"-22:20:35,799","-40:26:31,332","-22,3432775","-40,4420367",SIRGAS2000,3500,Existe
3-MA-13-RJS,"-22:41:03,490","-40:30:22,854","-22,6843028","-40,5063483",SIRGAS2000,3040,Existe
3-NA-3D-RJS,"-22:26:08,136","-40:24:03,570","-22,4355933","-40,4009917",SIRGAS2000,3400,Existe
3-NA-4-RJS,"-22:27:43,156","-40:24:13,689","-22,4619878","-40,4038025",SIRGAS2000,3200,Existe
3-PG-2-RJS,"-22:13:40,843","-40:19:27,948","-22,2280119","-40,3244300",SIRGAS2000,3570,Existe
3-PIR-145-AL,"-09:34:36,827","-35:54:21,263","-09,5768964","-35,9059064",SIRGAS2000,,Existe
3-SVM-6-RN,"-05:01:14,569","-37:07:23,031","-05,0207136","-37,1230642",SIRGAS2000,1020,
6-RB-18-SES,"-10:40:05,973","-36:38:12,619","-10,6683258","-36,6368386",SIRGAS2000,4250,
1-AB-2-SE,"-11:03:14,474","-37:07:46,700","-11,0540206","-37,1296389",SIRGAS2000,2822,
1-AGN-1-SE,"-10:39:40,600","-36:52:12,839","-10,6612778","-36,8702331",SIRGAS2000,1473,Existe
1-AN-1-SE,"-10:47:44,833","-36:57:48,200","-10,7957869","-36,9633889",SIRGAS2000,1178,
1-APS-1-AP,"+02:24:34,214","-49:01:19,439","02,4095039","-49,0220664",SIRGAS2000,"4812,7",Existe
1-APS-2-AP,"+02:33:23,206","-49:42:06,407","02,5564461","-49,7017797",SIRGAS2000,"4158,6",Existe
1-APS-3-AP,"+02:19:14,090","-49:25:57,540","02,3205806","-49,4326500",SIRGAS2000,3954,Existe
1-AS-1-SE,"-10:43:55,012","-36:57:18,432","-10,7319478","-36,9551200",SIRGAS2000,1255,
1-ASM-1-SE,"-10:59:33,190","-37:04:54,488","-10,9925528","-37,0818022",SIRGAS2000,2400,Existe
1-BD-1A-SE,"-10:41:55,985","-36:50:50,282","-10,6988847","-36,8473006",SIRGAS2000,1543,
1-BDC-1-SE,"-10:54:35,696","-37:02:07,423","-10,9099156","-37,0353953",SIRGAS2000,1767,
1-BN-1-ES,"-19:13:24,344","-39:49:54,980","-19,2234289","-39,8319389",SIRGAS2000,1818,Existe
1-BN-1-SE,"-10:34:23,252","-36:37:00,723","-10,5731256","-36,6168675",SIRGAS2000,1760,
1-BRG-1-SE,"-10:26:21,031","-36:26:55,777","-10,4391753","-36,4488269",SIRGAS2000,"1353,9",
1-BS-1-ES,"-19:00:56,155","-39:50:17,968","-19,0155986","-39,8383244",SIRGAS2000,1997,Existe
1-CAB-1-SE,"-10:48:04,721","-37:01:38,546","-10,8013114","-37,0273739",SIRGAS2000,1120,
1-CAN-1-SE,"-10:55:18,692","-37:12:29,641","-10,9218589","-37,2082336",SIRGAS2000,1581,Existe
1-CAP-1-SE,"-10:28:33,180","-36:26:49,634","-10,4758833","-36,4471206",SIRGAS2000,1570,
1-CAU-1-SE,"-10:55:11,333","-37:04:14,112","-10,9198147","-37,0705867",SIRGAS2000,"1688,5",Existe
1-CAU-2-SE,"-10:54:23,246","-37:04:47,214","-10,9064572","-37,0797817",SIRGAS2000,1654,
1-CES-1-CE,"-02:35:53,460","-41:06:16,788","-02,5981833","-41,1046633",SIRGAS2000,2978,Existe
1-CES-4-CE,"-02:41:36,463","-39:56:36,940","-02,6934619","-39,9435944",SIRGAS2000,3160,
1-CF-1-BA,"-11:41:22,363","-38:40:11,405","-11,6895453","-38,6698347",SIRGAS2000,3575,Existe
1-CFD-1-AL,"-10:17:05,974","-36:17:57,341","-10,2849928","-36,2992614",SIRGAS2000,,Existe
1-CL-1-SE,"-10:36:07,526","-37:05:18,734","-10,6020906","-37,0885372",SIRGAS2000,420,Existe
1-CON-1-BA,"-11:56:56,476","-38:26:52,492","-11,9490211","-38,4479144",SIRGAS2000,"3184,4",Existe
1-CPF-1-SE,"-10:41:48,961","-36:56:29,642","-10,6969336","-36,9415672",SIRGAS2000,"1364,9",Existe
1-CPU-1-SE,"-10:44:05,142","-36:51:53,365","-10,7347617","-36,8648236",SIRGAS2000,1610,Existe
1-CQ-1A-SE,"-10:27:13,267","-36:44:02,475","-10,4536853","-36,7340208",SIRGAS2000,"1857,5",
1-CRL-1-SE,"-10:59:34,386","-37:08:43,049","-10,9928850","-37,1452914",SIRGAS2000,1918,
1-CSM-1-SE,"-11:00:22,712","-37:06:30,494","-11,0063089","-37,1084706",SIRGAS2000,2506,Existe
1-EM-1-SE,"-10:32:03,185","-36:58:01,332","-10,5342181","-36,9670367",SIRGAS2000,540,
1-ESS-1-ES,"-19:02:02,854","-39:13:25,223","-19,0341261","-39,2236731",SIRGAS2000,3131,Existe
1-ESS-4-ES,"-18:50:56,501","-38:57:56,109","-18,8490281","-38,9655858",SIRGAS2000,"2901,7",Existe
1-ESS-5-ES,"-19:25:13,788","-39:16:58,440","-19,4204967","-39,2829000",SIRGAS2000,"4212,9",Existe
1-ESS-6-ES,"-19:20:45,061","-39:30:55,567","-19,3458503","-39,5154353",SIRGAS2000,3129,Existe
1-ESS-8-ES,"-19:32:53,124","-39:34:17,521","-19,5480900","-39,5715336",SIRGAS2000,"3639,2",Existe
1-ESS-9-ES,"-18:52:27,951","-39:29:13,873","-18,8744308","-39,4871869",SIRGAS2000,"3658,5",Existe
1-FC-1-ES,"-19:02:39,260","-39:48:19,460","-19,0442389","-39,8054056",SIRGAS2000,2228,Existe
1-FC-1-SE,"-10:32:38,016","-37:01:03,270","-10,5438933","-37,0175750",SIRGAS2000,733,Existe
1-IP-1-ES,"-19:18:05,709","-39:45:22,090","-19,3015858","-39,7561361",SIRGAS2000,4065,Existe
1-JD-1A-SE,"-10:42:21,460","-36:54:18,991","-10,7059611","-36,9052753",SIRGAS2000,1548,Existe
1-JT-1-SE,"-10:36:45,664","-36:53:15,438","-10,6126844","-36,8876217",SIRGAS2000,1820,
1-JU-1-SE,"-10:40:14,957","-37:03:20,794","-10,6708214","-37,0557761",SIRGAS2000,766,
1-LB-1-BA,"-11:52:59,595","-38:25:37,893","-11,8832208","-38,4271925",SIRGAS2000,4506,Existe
1-LJ-1-BA,"-11:45:42,456","-38:30:43,722","-11,7617933","-38,5121450",SIRGAS2000,4404,Existe
1-LM-1-SE,"-10:45:28,306","-36:56:08,951","-10,7578628","-36,9358197",SIRGAS2000,"1480,5",Existe
1-MB-1-SE,"-10:26:14,799","-36:46:50,788","-10,4374442","-36,7807744",SIRGAS2000,643,
1-MDS-1-BA,"-11:05:00,891","-38:40:11,705","-11,0835808","-38,6699181",SIRGAS2000,3105,
1-MI-3-AM,"-03:33:21,474","-59:51:08,392","-03,5559650","-59,8523311",SIRGAS2000,"2053,5",Existe
1-N-2-ES,"-18:55:19,938","-39:47:08,917","-18,9222050","-39,7858103",SIRGAS2000,"3227,4",Existe
1-NO-1-ES,"-18:55:19,022","-39:51:38,493","-18,9219506","-39,8606925",SIRGAS2000,1184,Existe
1-NP-1-BA,"-11:22:13,126","-38:40:12,884","-11,3703128","-38,6702456",SIRGAS2000,3321,Existe
1-NRP-1-SE,"-10:55:52,606","-37:09:32,254","-10,9312794","-37,1589594",SIRGAS2000,1742,
1-PAL-2-BA,"-11:27:52,454","-38:44:25,619","-11,4645706","-38,7404497",SIRGAS2000,2270,Existe
1-PAS-1-PA,"+00:57:08,815","-48:49:01,277","00,9524486","-48,8170214",SIRGAS2000,4063,Existe
1-PB-1-SE,"-10:45:32,674","-37:07:59,448","-10,7590761","-37,1331800",SIRGAS2000,"954,2",
1-PB-2-SE,"-10:46:52,099","-37:07:38,968","-10,7811386","-37,1274911",SIRGAS2000,946,
1-PDM-1-SE,"-10:34:18,877","-36:38:43,661","-10,5719103","-36,6454614",SIRGAS2000,2586,
1-PL-1-SE,"-10:42:54,337","-36:55:21,689","-10,7150936","-36,9226914",SIRGAS2000,1580,Existe
1-PRS-1-PR,"-25:33:23,307","-47:03:07,869","-25,5564742","-47,0521858",SIRGAS2000,4500,Existe
1-PS-1-SE,"-10:36:54,181","-36:39:13,456","-10,6150503","-36,6537378",SIRGAS2000,2947,
1-PTA-4-SE,"-10:26:06,663","-36:37:07,548","-10,4351842","-36,6187633",SIRGAS2000,"1504,8",Existe
1-PU-3-SE,"-10:46:09,704","-36:53:08,948","-10,7693622","-36,8858189",SIRGAS2000,1609,
1-PX-2-SE,"-10:29:00,472","-36:49:42,016","-10,4834644","-36,8283378",SIRGAS2000,1055,
1-RJS-1-RJS,"-21:56:08,964","-40:23:31,616","-21,9358233","-40,3921156",SIRGAS2000,"3744,7",Existe
1-RJS-2-RJ,"-22:05:38,951","-40:15:09,277","-22,0941531","-40,2525769",SIRGAS2000,3548,Existe
1-RJS-8-RJ,"-21:57:35,473","-40:30:06,558","-21,9598536","-40,5018217",SIRGAS2000,3900,Existe
1-RSM-1-SE,"-11:01:13,665","-37:05:39,190","-11,0204625","-37,0942194",SIRGAS2000,2389,
1-SA-1-SE,"-10:56:13,644","-37:03:01,143","-10,9371233","-37,0503175",SIRGAS2000,2197,Existe
1-SES-12-SE,"-10:42:09,413","-36:26:52,398","-10,7026147","-36,4478883",SIRGAS2000,3075,
1-SES-13-SE,"-11:05:52,129","-36:49:57,903","-11,0978136","-36,8327508",SIRGAS2000,4380,
1-SES-15-SE,"-11:05:15,542","-37:03:42,570","-11,0876506","-37,0618250",SIRGAS2000,4150,
1-SES-18DA-SE,"-11:00:44,002","-36:51:37,354","-11,0122228","-36,8603761",SIRGAS2000,3150,
1-SES-1A-SE,"-11:09:09,464","-37:02:41,718","-11,1526289","-37,0449217",SIRGAS2000,3037,Existe
1-SES-3-SES,"-11:08:52,364","-36:56:24,648","-11,1478789","-36,9401800",SIRGAS2000,"3866,4",
1-SES-5-SE,"-11:06:48,206","-36:58:24,973","-11,1133906","-36,9736036",SIRGAS2000,"2028,6",
1-SES-6-SE,"-11:01:05,593","-36:56:42,933","-11,0182203","-36,9452592",SIRGAS2000,2235,
1-SES-7-SE,"-11:25:11,045","-37:06:23,913","-11,4197347","-37,1066425",SIRGAS2000,"3446,6",
1-SES-8-SE,"-11:04:12,533","-37:00:32,847","-11,0701481","-37,0091242",SIRGAS2000,"3889,5",
1-SES-9-SE,"-11:07:45,225","-37:05:24,966","-11,1292292","-37,0902683",SIRGAS2000,2956,
1-SIS-1-SE,"-10:37:08,433","-36:42:49,812","-10,6190092","-36,7138367",SIRGAS2000,2051,
1-SM-1-BA,"-11:57:56,819","-38:29:28,105","-11,9657831","-38,4911403",SIRGAS2000,3510,Existe
1-SM-1-ES,"-18:46:27,326","-39:47:20,578","-18,7742572","-39,7890494",SIRGAS2000,"1517,5",Existe
1-SN-1-SE,"-10:24:49,455","-36:38:58,485","-10,4137375","-36,6495792",SIRGAS2000,1915,
1-SPS-1-SP,"-24:41:42,267","-44:42:30,116","-24,6950742","-44,7083656",SIRGAS2000,4468,Existe
